,temp=27.275909090909096,temp=28.18477272727273,temp=29.093636363636367,temp=30.002500000000005,temp=30.91136363636364,temp=31.820227272727276,temp=32.72909090909091,temp=33.63795454545455,temp=34.54681818181818,temp=35.455681818181816,temp=36.36454545454546,temp=37.27340909090909,temp=38.182272727272725,temp=39.091136363636366,temp=40.0
2104,0.25,0.0,0.125,0.125,0.25,0.25,0.625,0.375,0.0,0.125,0.25,0.125,0.125,0.125,0.25
2105,0.125,0.125,0.25,0.0,0.375,0.125,0.5,0.25,0.125,0.25,0.375,0.25,0.25,0.0,0.375
2106,0.0,0.0,0.125,0.125,0.25,0.25,0.375,0.125,0.0,0.375,0.25,0.375,0.125,0.125,0.5
2107,0.125,0.125,0.0,0.25,0.125,0.125,0.25,0.125,0.125,0.375,0.125,0.5,0.0,0.25,0.375
2108,0.0,0.0,0.125,0.125,0.0,0.0,0.125,0.0,0.0,0.25,0.0,0.375,0.125,0.125,0.25
2109,0.125,0.125,0.0,0.0,0.125,0.125,0.25,0.125,0.125,0.375,0.125,0.25,0.125,0.25,0.125
2110,0.0,0.25,0.125,0.125,0.0,0.0,0.375,0.0,0.25,0.5,0.0,0.125,0.0,0.375,0.0
2111,0.125,0.375,0.0,0.25,0.125,0.125,0.25,0.125,0.125,0.375,0.125,0.0,0.125,0.375,0.125
2112,0.0,0.25,0.125,0.375,0.0,0.25,0.125,0.0,0.25,0.5,0.25,0.125,0.25,0.25,0.0
2113,0.0,0.125,0.25,0.5,0.125,0.375,0.0,0.125,0.375,0.375,0.375,0.0,0.125,0.375,0.125
2114,0.125,0.125,0.125,0.375,0.25,0.25,0.125,0.0,0.25,0.25,0.5,0.125,0.0,0.25,0.0
2115,0.0,0.0,0.0,0.25,0.125,0.125,0.0,0.125,0.125,0.125,0.375,0.25,0.125,0.375,0.125
2116,0.0,0.125,0.125,0.125,0.0,0.0,0.125,0.25,0.25,0.25,0.25,0.125,0.25,0.25,0.25
2117,0.125,0.25,0.0,0.0,0.125,0.125,0.25,0.125,0.125,0.125,0.125,0.0,0.125,0.375,0.125
2118,0.0,0.125,0.125,0.125,0.0,0.25,0.375,0.25,0.0,0.0,0.25,0.125,0.25,0.25,0.0
2119,0.125,0.25,0.0,0.25,0.125,0.125,0.25,0.125,0.125,0.125,0.375,0.0,0.125,0.125,0.125
2120,0.25,0.25,0.125,0.375,0.0,0.25,0.375,0.25,0.0,0.0,0.5,0.125,0.0,0.0,0.25
2121,0.375,0.375,0.25,0.5,0.125,0.125,0.375,0.375,0.125,0.125,0.5,0.0,0.125,0.0,0.125
2122,0.5,0.5,0.125,0.375,0.125,0.0,0.25,0.25,0.25,0.0,0.625,0.125,0.25,0.125,0.25
2123,0.375,0.375,0.0,0.25,0.0,0.125,0.375,0.125,0.375,0.125,0.5,0.0,0.125,0.0,0.125
2124,0.25,0.5,0.125,0.375,0.125,0.25,0.25,0.25,0.25,0.125,0.375,0.125,0.25,0.125,0.125
2125,0.125,0.375,0.25,0.25,0.25,0.125,0.375,0.375,0.125,0.25,0.5,0.25,0.125,0.0,0.0
2126,0.25,0.25,0.375,0.125,0.125,0.25,0.25,0.5,0.25,0.375,0.375,0.375,0.0,0.125,0.125
2127,0.125,0.125,0.25,0.25,0.25,0.125,0.125,0.375,0.375,0.5,0.25,0.25,0.125,0.0,0.0
2128,0.0,0.0,0.125,0.375,0.125,0.0,0.0,0.25,0.5,0.625,0.125,0.375,0.25,0.125,0.125
2129,0.125,0.125,0.0,0.5,0.0,0.125,0.125,0.125,0.375,0.75,0.0,0.5,0.125,0.0,0.25
2130,0.0,0.25,0.125,0.375,0.125,0.0,0.25,0.25,0.25,0.75,0.125,0.625,0.0,0.125,0.375
2131,0.125,0.125,0.0,0.25,0.25,0.125,0.125,0.125,0.375,0.75,0.0,0.75,0.125,0.0,0.25
2132,0.0,0.0,0.125,0.125,0.125,0.0,0.125,0.25,0.375,0.75,0.125,0.875,0.0,0.125,0.375
2133,0.125,0.0,0.25,0.0,0.25,0.125,0.25,0.375,0.25,0.625,0.0,0.75,0.125,0.0,0.25
2134,0.25,0.0,0.125,0.125,0.375,0.0,0.125,0.25,0.125,0.5,0.125,0.625,0.25,0.125,0.375
2135,0.375,0.125,0.0,0.25,0.25,0.125,0.25,0.375,0.25,0.625,0.0,0.625,0.375,0.0,0.25
2136,0.25,0.0,0.125,0.375,0.375,0.0,0.375,0.25,0.125,0.75,0.125,0.5,0.5,0.125,0.125
2137,0.125,0.125,0.0,0.25,0.375,0.125,0.5,0.125,0.25,0.625,0.0,0.375,0.375,0.25,0.25
2138,0.25,0.25,0.125,0.25,0.25,0.0,0.375,0.0,0.25,0.75,0.125,0.5,0.25,0.125,0.25
2139,0.375,0.125,0.25,0.125,0.125,0.0,0.25,0.125,0.375,0.625,0.0,0.375,0.125,0.25,0.125
2140,0.25,0.0,0.125,0.0,0.25,0.125,0.125,0.25,0.25,0.5,0.125,0.5,0.0,0.375,0.25
2141,0.125,0.125,0.25,0.125,0.125,0.0,0.0,0.125,0.25,0.375,0.0,0.375,0.125,0.5,0.375
2142,0.25,0.25,0.125,0.0,0.0,0.125,0.125,0.0,0.375,0.25,0.125,0.25,0.0,0.625,0.5
2143,0.375,0.125,0.25,0.125,0.125,0.25,0.25,0.125,0.5,0.125,0.0,0.125,0.125,0.5,0.625
2144,0.5,0.0,0.25,0.0,0.0,0.375,0.375,0.0,0.625,0.25,0.125,0.0,0.0,0.375,0.5
2145,0.375,0.125,0.375,0.125,0.125,0.25,0.25,0.125,0.5,0.375,0.0,0.125,0.125,0.25,0.375
2146,0.5,0.0,0.25,0.25,0.25,0.375,0.125,0.0,0.375,0.25,0.125,0.0,0.25,0.375,0.5
