,temp=0.01,temp=0.5,temp=1.0,temp=1.5,temp=2.0,temp=2.5,temp=3.0,temp=3.5,temp=4.0,temp=4.5,temp=5.0,temp=5.5,temp=6.0,temp=6.5,temp=7.0,temp=7.5,temp=8.0,temp=8.5,temp=9.0,temp=9.5,temp=10.0,temp=10.5,temp=11.0,temp=11.5,temp=12.0,temp=12.5,temp=13.0,temp=13.5,temp=14.0,temp=14.5,temp=15.0
0,0.75,0.875,0.375,0.625,0.25,0.625,0.125,0.25,0.375,0.125,0.75,1.0,0.625,0.5,0.125,0.5,0.625,0.5,0.75,0.25,0.625,0.5,0.375,0.625,1.0,0.875,1.0,0.25,0.875,0.25,1.0
1,0.75,0.875,0.5,0.625,0.375,0.5,0.25,0.25,0.375,0.25,0.75,1.0,0.625,0.5,0.125,0.625,0.625,0.375,0.625,0.375,0.5,0.375,0.5,0.625,0.875,0.75,0.875,0.125,0.875,0.125,0.875
2,0.75,0.875,0.625,0.75,0.375,0.375,0.375,0.125,0.375,0.25,0.625,1.0,0.625,0.5,0.25,0.5,0.625,0.5,0.5,0.25,0.5,0.25,0.375,0.5,0.75,0.625,0.75,0.25,0.75,0.25,0.875
3,0.75,0.875,0.625,0.875,0.25,0.375,0.375,0.25,0.25,0.375,0.625,0.875,0.625,0.625,0.25,0.625,0.75,0.375,0.5,0.375,0.5,0.25,0.25,0.625,0.625,0.625,0.625,0.375,0.625,0.375,0.875
4,0.875,0.875,0.625,0.875,0.25,0.375,0.25,0.375,0.25,0.25,0.5,0.875,0.5,0.5,0.125,0.625,0.75,0.375,0.375,0.5,0.5,0.25,0.375,0.5,0.5,0.5,0.625,0.25,0.5,0.375,0.75
5,0.875,0.875,0.625,0.875,0.25,0.375,0.25,0.375,0.375,0.125,0.625,0.75,0.375,0.375,0.25,0.625,0.75,0.25,0.25,0.625,0.375,0.25,0.5,0.625,0.375,0.625,0.75,0.125,0.375,0.25,0.625
6,0.875,0.875,0.625,0.875,0.375,0.375,0.375,0.25,0.5,0.25,0.5,0.75,0.5,0.5,0.25,0.5,0.875,0.125,0.125,0.625,0.5,0.125,0.625,0.625,0.375,0.625,0.625,0.25,0.25,0.125,0.5
7,0.875,0.875,0.75,0.875,0.375,0.375,0.375,0.125,0.375,0.25,0.5,0.875,0.5,0.375,0.125,0.625,0.75,0.0,0.25,0.5,0.625,0.125,0.5,0.625,0.25,0.75,0.5,0.125,0.125,0.25,0.625
8,0.875,0.875,0.75,0.875,0.5,0.25,0.375,0.25,0.375,0.125,0.375,0.875,0.375,0.375,0.125,0.5,0.625,0.125,0.375,0.5,0.75,0.25,0.375,0.5,0.125,0.625,0.375,0.0,0.0,0.125,0.625
9,0.875,0.875,0.75,0.875,0.5,0.375,0.375,0.375,0.5,0.125,0.375,0.875,0.375,0.25,0.0,0.375,0.625,0.0,0.25,0.375,0.625,0.125,0.25,0.5,0.25,0.625,0.25,0.125,0.125,0.0,0.5
10,0.875,0.875,0.75,0.875,0.375,0.375,0.375,0.25,0.375,0.0,0.25,0.875,0.25,0.25,0.125,0.25,0.625,0.125,0.125,0.5,0.75,0.125,0.375,0.375,0.125,0.625,0.125,0.0,0.0,0.125,0.375
11,0.875,0.875,0.75,0.875,0.375,0.5,0.25,0.125,0.25,0.0,0.125,0.875,0.125,0.125,0.0,0.25,0.75,0.0,0.0,0.625,0.75,0.25,0.25,0.25,0.0,0.75,0.0,0.125,0.125,0.125,0.375
12,1.0,0.875,0.75,0.875,0.25,0.375,0.25,0.0,0.25,0.0,0.0,0.75,0.25,0.25,0.125,0.25,0.625,0.125,0.125,0.625,0.625,0.25,0.375,0.375,0.125,0.625,0.0,0.0,0.0,0.25,0.5
13,1.0,0.875,0.75,0.875,0.25,0.5,0.125,0.125,0.25,0.125,0.125,0.625,0.375,0.375,0.0,0.125,0.5,0.0,0.125,0.625,0.75,0.125,0.375,0.25,0.25,0.5,0.125,0.125,0.0,0.125,0.625
14,1.0,0.875,0.75,0.875,0.375,0.625,0.25,0.0,0.375,0.25,0.0,0.625,0.5,0.25,0.125,0.25,0.375,0.125,0.125,0.5,0.875,0.25,0.5,0.125,0.375,0.5,0.0,0.0,0.125,0.0,0.5
15,1.0,0.875,0.875,0.875,0.25,0.625,0.125,0.125,0.5,0.375,0.125,0.625,0.375,0.125,0.0,0.25,0.25,0.0,0.0,0.5,0.75,0.375,0.625,0.0,0.25,0.375,0.125,0.125,0.0,0.125,0.5
16,1.0,0.875,0.875,0.875,0.125,0.5,0.0,0.25,0.625,0.5,0.25,0.625,0.375,0.0,0.125,0.25,0.375,0.125,0.125,0.625,0.625,0.5,0.5,0.125,0.125,0.5,0.0,0.0,0.125,0.25,0.375
17,1.0,0.875,0.875,0.875,0.125,0.5,0.125,0.125,0.5,0.5,0.25,0.5,0.5,0.125,0.25,0.125,0.5,0.25,0.25,0.5,0.5,0.375,0.375,0.25,0.125,0.5,0.125,0.125,0.25,0.375,0.25
18,1.0,0.875,0.875,0.875,0.0,0.5,0.0,0.25,0.5,0.375,0.375,0.625,0.375,0.125,0.125,0.125,0.5,0.375,0.375,0.375,0.375,0.5,0.25,0.25,0.25,0.375,0.0,0.25,0.125,0.25,0.25
19,1.0,0.875,0.875,0.875,0.125,0.375,0.125,0.25,0.625,0.5,0.25,0.625,0.25,0.0,0.25,0.125,0.375,0.25,0.25,0.25,0.25,0.375,0.375,0.125,0.125,0.25,0.125,0.125,0.0,0.125,0.125
20,1.0,0.875,1.0,0.875,0.125,0.5,0.125,0.125,0.75,0.5,0.125,0.5,0.375,0.125,0.375,0.0,0.5,0.125,0.125,0.375,0.125,0.5,0.25,0.0,0.125,0.125,0.0,0.25,0.125,0.25,0.0
21,1.0,0.875,1.0,0.875,0.125,0.375,0.25,0.25,0.625,0.625,0.125,0.375,0.25,0.125,0.25,0.125,0.625,0.25,0.25,0.25,0.25,0.375,0.125,0.125,0.25,0.0,0.125,0.125,0.0,0.375,0.125
22,1.0,0.875,1.0,0.875,0.125,0.375,0.25,0.375,0.625,0.5,0.0,0.5,0.125,0.0,0.125,0.25,0.75,0.375,0.375,0.375,0.25,0.375,0.0,0.0,0.375,0.125,0.0,0.0,0.125,0.25,0.0
23,1.0,0.875,1.0,0.875,0.25,0.375,0.25,0.375,0.625,0.375,0.0,0.375,0.0,0.125,0.25,0.375,0.875,0.25,0.25,0.5,0.125,0.25,0.125,0.125,0.25,0.0,0.125,0.125,0.0,0.125,0.125
24,1.0,0.875,1.0,0.875,0.375,0.5,0.375,0.5,0.5,0.5,0.125,0.5,0.0,0.0,0.125,0.25,0.875,0.375,0.375,0.625,0.125,0.125,0.0,0.25,0.375,0.0,0.25,0.0,0.125,0.0,0.0
25,1.0,0.875,1.0,0.875,0.25,0.5,0.5,0.625,0.625,0.375,0.25,0.375,0.125,0.125,0.0,0.125,0.875,0.5,0.25,0.5,0.25,0.25,0.0,0.125,0.25,0.125,0.125,0.125,0.25,0.125,0.125
26,1.0,0.875,1.0,0.875,0.25,0.5,0.375,0.625,0.625,0.25,0.25,0.5,0.0,0.0,0.125,0.25,1.0,0.375,0.125,0.625,0.125,0.125,0.125,0.0,0.375,0.0,0.0,0.25,0.125,0.0,0.0
27,1.0,0.875,1.0,0.875,0.125,0.625,0.25,0.75,0.75,0.25,0.25,0.625,0.0,0.125,0.125,0.375,1.0,0.25,0.25,0.5,0.0,0.25,0.0,0.125,0.25,0.125,0.125,0.375,0.25,0.125,0.125
28,1.0,0.875,1.0,0.875,0.125,0.625,0.125,0.75,0.875,0.25,0.375,0.5,0.125,0.25,0.0,0.375,1.0,0.375,0.125,0.625,0.125,0.375,0.125,0.0,0.375,0.25,0.25,0.25,0.375,0.0,0.25
29,1.0,0.875,1.0,0.875,0.125,0.625,0.25,0.625,0.875,0.125,0.25,0.375,0.0,0.125,0.125,0.25,1.0,0.5,0.125,0.5,0.0,0.25,0.25,0.125,0.375,0.25,0.125,0.375,0.25,0.125,0.375
30,1.0,0.875,1.0,0.875,0.125,0.625,0.375,0.625,0.875,0.0,0.125,0.375,0.125,0.0,0.0,0.375,0.875,0.625,0.25,0.375,0.125,0.25,0.375,0.0,0.5,0.125,0.0,0.25,0.25,0.0,0.25
31,1.0,0.875,1.0,0.875,0.125,0.625,0.5,0.75,0.75,0.0,0.0,0.375,0.0,0.0,0.125,0.25,0.875,0.5,0.25,0.25,0.125,0.125,0.25,0.125,0.375,0.0,0.0,0.125,0.375,0.125,0.375
32,1.0,0.875,1.0,0.75,0.25,0.625,0.625,0.875,0.75,0.125,0.125,0.5,0.125,0.125,0.0,0.125,0.75,0.5,0.125,0.125,0.0,0.0,0.125,0.0,0.5,0.125,0.125,0.0,0.5,0.0,0.5
33,1.0,0.875,1.0,0.75,0.375,0.625,0.625,0.875,0.625,0.125,0.125,0.625,0.0,0.25,0.0,0.0,0.625,0.625,0.0,0.25,0.125,0.125,0.0,0.125,0.375,0.0,0.0,0.125,0.5,0.125,0.375
34,1.0,0.875,1.0,0.75,0.375,0.625,0.625,0.875,0.75,0.0,0.25,0.5,0.125,0.375,0.125,0.125,0.625,0.5,0.125,0.125,0.25,0.25,0.125,0.25,0.375,0.125,0.125,0.25,0.5,0.125,0.25
35,1.0,0.875,1.0,0.75,0.5,0.5,0.5,0.875,0.625,0.0,0.125,0.5,0.125,0.25,0.0,0.25,0.625,0.375,0.0,0.0,0.125,0.25,0.25,0.375,0.25,0.0,0.125,0.375,0.625,0.25,0.125
36,1.0,0.875,1.0,0.75,0.625,0.375,0.625,0.875,0.5,0.0,0.25,0.5,0.0,0.25,0.125,0.125,0.625,0.5,0.125,0.0,0.25,0.375,0.125,0.5,0.125,0.0,0.25,0.25,0.5,0.125,0.25
37,1.0,0.875,1.0,0.75,0.625,0.5,0.5,0.875,0.625,0.0,0.125,0.5,0.125,0.375,0.0,0.25,0.75,0.625,0.125,0.125,0.25,0.25,0.0,0.5,0.0,0.125,0.125,0.375,0.625,0.0,0.125
38,1.0,1.0,1.0,0.75,0.625,0.625,0.5,0.75,0.75,0.125,0.25,0.5,0.25,0.5,0.125,0.375,0.75,0.625,0.125,0.125,0.375,0.125,0.125,0.375,0.125,0.0,0.0,0.25,0.5,0.125,0.25
39,1.0,1.0,1.0,0.75,0.625,0.75,0.5,0.625,0.875,0.125,0.375,0.375,0.125,0.5,0.0,0.5,0.75,0.5,0.25,0.25,0.375,0.25,0.25,0.25,0.25,0.0,0.125,0.125,0.5,0.0,0.125
40,1.0,1.0,1.0,0.75,0.625,0.75,0.625,0.625,0.875,0.25,0.375,0.5,0.0,0.625,0.125,0.375,0.75,0.5,0.125,0.125,0.375,0.375,0.375,0.375,0.375,0.0,0.0,0.0,0.5,0.125,0.25
41,1.0,1.0,1.0,0.75,0.625,0.75,0.625,0.5,0.875,0.125,0.375,0.625,0.0,0.5,0.0,0.25,0.75,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.125,0.125,0.125,0.375,0.0,0.375
42,1.0,1.0,1.0,0.75,0.625,0.875,0.5,0.5,0.875,0.0,0.25,0.625,0.125,0.5,0.125,0.375,0.625,0.375,0.125,0.125,0.375,0.125,0.375,0.375,0.375,0.125,0.25,0.25,0.25,0.125,0.25
43,1.0,1.0,1.0,0.75,0.5,0.875,0.5,0.5,0.75,0.0,0.25,0.625,0.25,0.625,0.125,0.5,0.625,0.5,0.25,0.25,0.25,0.25,0.375,0.25,0.25,0.125,0.375,0.375,0.125,0.0,0.375
44,1.0,1.0,1.0,0.75,0.5,0.875,0.5,0.375,0.625,0.125,0.25,0.625,0.375,0.625,0.25,0.375,0.625,0.375,0.375,0.125,0.375,0.125,0.25,0.125,0.375,0.0,0.25,0.25,0.25,0.125,0.5
45,1.0,1.0,1.0,0.75,0.625,1.0,0.5,0.5,0.75,0.0,0.125,0.625,0.25,0.5,0.375,0.375,0.625,0.25,0.5,0.25,0.5,0.25,0.125,0.0,0.25,0.125,0.25,0.125,0.125,0.25,0.375
46,1.0,1.0,1.0,0.75,0.75,1.0,0.625,0.625,0.75,0.125,0.25,0.625,0.125,0.375,0.25,0.25,0.75,0.125,0.625,0.125,0.375,0.375,0.25,0.125,0.125,0.0,0.125,0.0,0.25,0.375,0.5
47,1.0,1.0,1.0,0.75,0.75,1.0,0.5,0.75,0.75,0.0,0.125,0.5,0.0,0.25,0.375,0.25,0.75,0.0,0.5,0.25,0.25,0.25,0.125,0.25,0.25,0.125,0.25,0.125,0.375,0.25,0.5
48,1.0,1.0,1.0,0.75,0.75,1.0,0.5,0.75,0.75,0.125,0.25,0.5,0.125,0.25,0.375,0.125,0.625,0.125,0.375,0.125,0.125,0.25,0.0,0.375,0.375,0.0,0.125,0.0,0.5,0.125,0.625
49,1.0,1.0,1.0,0.75,0.75,1.0,0.5,0.625,0.875,0.25,0.125,0.5,0.125,0.125,0.375,0.25,0.625,0.0,0.25,0.25,0.25,0.125,0.125,0.5,0.25,0.125,0.0,0.125,0.375,0.125,0.5
50,1.0,1.0,1.0,0.75,0.75,1.0,0.5,0.75,0.875,0.25,0.0,0.5,0.0,0.0,0.375,0.375,0.5,0.125,0.25,0.375,0.375,0.125,0.0,0.375,0.25,0.25,0.125,0.0,0.5,0.25,0.625
51,1.0,1.0,1.0,0.75,0.625,1.0,0.625,0.625,0.875,0.125,0.125,0.375,0.125,0.125,0.25,0.5,0.5,0.25,0.375,0.25,0.375,0.125,0.125,0.25,0.375,0.125,0.0,0.0,0.375,0.125,0.5
52,1.0,1.0,1.0,0.75,0.625,1.0,0.625,0.5,0.875,0.125,0.25,0.5,0.0,0.25,0.125,0.5,0.625,0.125,0.25,0.375,0.25,0.0,0.25,0.125,0.5,0.25,0.125,0.125,0.5,0.25,0.5
53,1.0,1.0,1.0,0.75,0.625,1.0,0.625,0.625,0.875,0.25,0.125,0.5,0.125,0.125,0.25,0.5,0.5,0.25,0.125,0.375,0.375,0.125,0.125,0.25,0.625,0.25,0.25,0.25,0.625,0.375,0.625
54,1.0,1.0,1.0,0.875,0.625,1.0,0.75,0.75,0.875,0.375,0.25,0.375,0.125,0.0,0.125,0.625,0.5,0.375,0.25,0.5,0.375,0.0,0.0,0.375,0.5,0.125,0.125,0.375,0.5,0.25,0.75
55,1.0,1.0,1.0,0.875,0.625,1.0,0.75,0.75,0.75,0.25,0.125,0.25,0.125,0.125,0.25,0.625,0.625,0.25,0.125,0.625,0.5,0.125,0.125,0.25,0.625,0.0,0.25,0.25,0.5,0.375,0.625
56,1.0,1.0,1.0,0.875,0.625,1.0,0.875,0.75,0.625,0.125,0.0,0.375,0.0,0.0,0.125,0.625,0.5,0.375,0.0,0.75,0.375,0.125,0.0,0.375,0.625,0.125,0.125,0.125,0.375,0.5,0.625
57,1.0,1.0,1.0,0.875,0.625,1.0,0.875,0.75,0.625,0.125,0.0,0.375,0.125,0.125,0.0,0.5,0.625,0.5,0.125,0.75,0.25,0.0,0.125,0.5,0.625,0.25,0.25,0.25,0.25,0.375,0.75
58,1.0,1.0,1.0,0.875,0.625,1.0,0.875,0.875,0.75,0.125,0.125,0.5,0.25,0.125,0.125,0.375,0.5,0.375,0.25,0.625,0.125,0.125,0.25,0.625,0.625,0.125,0.375,0.125,0.125,0.25,0.875
59,1.0,1.0,1.0,0.875,0.75,1.0,0.875,0.75,0.875,0.125,0.25,0.375,0.25,0.125,0.125,0.25,0.5,0.5,0.25,0.625,0.25,0.25,0.375,0.5,0.625,0.25,0.5,0.125,0.0,0.125,0.875
60,1.0,1.0,1.0,0.75,0.75,1.0,0.875,0.75,1.0,0.25,0.125,0.5,0.25,0.125,0.125,0.25,0.5,0.5,0.25,0.625,0.375,0.375,0.25,0.625,0.75,0.125,0.5,0.0,0.125,0.25,0.75
61,1.0,1.0,1.0,0.75,0.75,1.0,0.875,0.875,1.0,0.125,0.125,0.375,0.375,0.25,0.0,0.25,0.5,0.375,0.125,0.5,0.5,0.5,0.125,0.5,0.75,0.25,0.375,0.125,0.25,0.25,0.75
62,1.0,1.0,1.0,0.75,0.75,1.0,0.875,0.875,1.0,0.25,0.0,0.5,0.5,0.375,0.125,0.375,0.375,0.25,0.0,0.375,0.375,0.375,0.25,0.5,0.625,0.25,0.25,0.0,0.375,0.125,0.625
63,1.0,1.0,1.0,0.75,0.75,1.0,0.875,0.875,1.0,0.375,0.125,0.5,0.375,0.25,0.0,0.375,0.25,0.25,0.125,0.25,0.5,0.25,0.25,0.375,0.5,0.375,0.125,0.125,0.375,0.0,0.5
64,1.0,1.0,1.0,0.75,0.75,1.0,0.875,0.875,1.0,0.25,0.0,0.375,0.5,0.375,0.125,0.375,0.375,0.125,0.25,0.125,0.625,0.375,0.25,0.25,0.375,0.25,0.0,0.0,0.5,0.125,0.5
65,1.0,1.0,1.0,0.75,0.75,1.0,0.875,0.75,1.0,0.125,0.0,0.375,0.5,0.5,0.25,0.5,0.375,0.0,0.125,0.125,0.5,0.25,0.125,0.375,0.25,0.375,0.125,0.125,0.375,0.0,0.625
66,1.0,1.0,1.0,0.75,0.75,1.0,0.75,0.75,1.0,0.125,0.0,0.25,0.375,0.5,0.125,0.625,0.375,0.125,0.25,0.0,0.375,0.125,0.0,0.375,0.375,0.25,0.125,0.0,0.5,0.125,0.75
67,1.0,1.0,1.0,0.75,0.75,1.0,0.75,0.625,1.0,0.0,0.125,0.375,0.25,0.375,0.125,0.5,0.25,0.25,0.375,0.125,0.25,0.25,0.125,0.5,0.375,0.125,0.0,0.125,0.375,0.25,0.625
68,1.0,1.0,1.0,0.75,0.75,1.0,0.75,0.625,1.0,0.0,0.125,0.25,0.125,0.375,0.25,0.625,0.125,0.25,0.25,0.25,0.125,0.125,0.25,0.375,0.5,0.25,0.125,0.25,0.25,0.375,0.5
69,1.0,1.0,1.0,0.75,0.75,1.0,0.75,0.75,1.0,0.125,0.0,0.375,0.25,0.5,0.375,0.5,0.25,0.25,0.375,0.25,0.25,0.125,0.25,0.25,0.375,0.125,0.25,0.375,0.375,0.25,0.625
70,1.0,1.0,1.0,0.75,0.875,1.0,0.875,0.75,1.0,0.0,0.125,0.5,0.25,0.625,0.5,0.375,0.125,0.25,0.5,0.125,0.125,0.0,0.125,0.375,0.25,0.25,0.375,0.5,0.25,0.125,0.5
71,1.0,1.0,1.0,0.75,0.875,1.0,1.0,0.625,1.0,0.125,0.125,0.5,0.125,0.75,0.375,0.375,0.25,0.375,0.5,0.0,0.0,0.0,0.0,0.375,0.125,0.25,0.5,0.375,0.375,0.0,0.375
72,1.0,1.0,1.0,0.75,1.0,1.0,0.875,0.625,1.0,0.25,0.25,0.375,0.0,0.75,0.375,0.25,0.375,0.375,0.5,0.125,0.125,0.125,0.125,0.25,0.0,0.375,0.375,0.375,0.25,0.125,0.25
73,1.0,1.0,1.0,0.75,1.0,1.0,0.875,0.5,1.0,0.375,0.125,0.5,0.125,0.75,0.5,0.25,0.25,0.25,0.375,0.25,0.0,0.125,0.0,0.375,0.0,0.25,0.5,0.25,0.375,0.25,0.375
74,1.0,1.0,1.0,0.875,1.0,1.0,0.75,0.5,1.0,0.5,0.125,0.5,0.0,0.75,0.375,0.125,0.375,0.125,0.25,0.375,0.125,0.0,0.125,0.5,0.125,0.125,0.625,0.375,0.5,0.375,0.25
75,1.0,1.0,1.0,0.875,1.0,1.0,0.75,0.5,1.0,0.625,0.25,0.375,0.125,0.625,0.25,0.0,0.5,0.125,0.125,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.25,0.375,0.25,0.125
76,1.0,1.0,1.0,0.875,1.0,1.0,0.75,0.375,1.0,0.625,0.25,0.5,0.0,0.625,0.375,0.125,0.5,0.25,0.25,0.375,0.0,0.125,0.125,0.375,0.125,0.125,0.375,0.375,0.25,0.375,0.25
77,1.0,1.0,1.0,0.875,1.0,1.0,0.75,0.375,1.0,0.625,0.125,0.375,0.125,0.75,0.5,0.25,0.375,0.125,0.25,0.5,0.125,0.125,0.25,0.5,0.125,0.25,0.375,0.25,0.125,0.5,0.375
78,1.0,1.0,1.0,0.875,1.0,1.0,0.75,0.375,1.0,0.625,0.25,0.375,0.0,0.75,0.5,0.375,0.25,0.0,0.125,0.375,0.25,0.25,0.125,0.5,0.0,0.125,0.5,0.125,0.0,0.375,0.5
79,1.0,1.0,1.0,0.875,1.0,1.0,0.75,0.375,1.0,0.625,0.25,0.5,0.125,0.625,0.375,0.25,0.375,0.125,0.25,0.5,0.375,0.25,0.0,0.375,0.125,0.125,0.375,0.0,0.125,0.25,0.5
80,1.0,1.0,1.0,0.875,1.0,1.0,0.875,0.375,1.0,0.5,0.125,0.5,0.25,0.625,0.375,0.25,0.25,0.25,0.375,0.625,0.25,0.25,0.125,0.5,0.25,0.25,0.25,0.125,0.0,0.375,0.375
81,1.0,1.0,1.0,0.875,1.0,1.0,0.875,0.25,1.0,0.5,0.25,0.5,0.375,0.625,0.5,0.125,0.25,0.375,0.5,0.625,0.375,0.125,0.0,0.5,0.125,0.125,0.375,0.25,0.125,0.25,0.375
82,1.0,1.0,0.875,0.875,1.0,1.0,0.875,0.125,0.875,0.625,0.125,0.5,0.25,0.625,0.375,0.0,0.375,0.375,0.375,0.5,0.25,0.25,0.125,0.5,0.25,0.25,0.5,0.25,0.125,0.375,0.25
83,1.0,1.0,0.875,0.875,1.0,1.0,1.0,0.25,0.75,0.625,0.0,0.375,0.125,0.625,0.5,0.125,0.25,0.5,0.25,0.625,0.125,0.375,0.0,0.625,0.125,0.375,0.375,0.125,0.0,0.5,0.125
84,1.0,1.0,0.875,0.875,1.0,1.0,0.875,0.375,0.625,0.5,0.125,0.5,0.0,0.75,0.625,0.0,0.375,0.5,0.375,0.5,0.25,0.25,0.125,0.75,0.0,0.25,0.375,0.0,0.125,0.625,0.0
85,1.0,1.0,0.875,0.875,1.0,1.0,0.875,0.5,0.625,0.625,0.125,0.5,0.125,0.625,0.5,0.0,0.375,0.375,0.5,0.625,0.125,0.125,0.0,0.625,0.125,0.375,0.5,0.125,0.25,0.5,0.125
86,1.0,1.0,0.875,0.875,1.0,1.0,0.875,0.5,0.75,0.625,0.0,0.5,0.0,0.5,0.375,0.125,0.25,0.375,0.375,0.75,0.125,0.0,0.125,0.5,0.0,0.25,0.5,0.0,0.375,0.375,0.0
87,1.0,1.0,0.875,0.875,1.0,1.0,0.875,0.625,0.75,0.5,0.0,0.375,0.125,0.625,0.5,0.25,0.25,0.375,0.25,0.875,0.0,0.125,0.0,0.5,0.125,0.125,0.375,0.125,0.25,0.25,0.125
88,1.0,1.0,0.875,0.875,1.0,1.0,0.75,0.625,0.75,0.5,0.0,0.25,0.0,0.5,0.375,0.375,0.125,0.5,0.125,0.875,0.0,0.0,0.125,0.625,0.0,0.0,0.25,0.25,0.25,0.125,0.0
89,1.0,1.0,0.875,1.0,1.0,1.0,0.875,0.75,0.625,0.5,0.0,0.375,0.125,0.375,0.5,0.375,0.0,0.375,0.25,0.875,0.125,0.125,0.0,0.5,0.125,0.125,0.375,0.125,0.25,0.0,0.125
90,1.0,1.0,0.875,1.0,1.0,1.0,0.75,0.75,0.625,0.5,0.125,0.5,0.0,0.25,0.625,0.25,0.125,0.375,0.125,0.75,0.0,0.25,0.125,0.625,0.0,0.25,0.25,0.25,0.125,0.125,0.0
91,1.0,1.0,0.875,1.0,1.0,1.0,0.75,0.75,0.5,0.5,0.125,0.375,0.0,0.25,0.625,0.125,0.0,0.25,0.0,0.75,0.125,0.125,0.25,0.75,0.125,0.375,0.25,0.125,0.25,0.0,0.125
92,1.0,1.0,0.875,1.0,1.0,1.0,0.625,0.75,0.625,0.625,0.0,0.375,0.125,0.25,0.625,0.25,0.125,0.375,0.125,0.625,0.125,0.0,0.125,0.75,0.25,0.5,0.125,0.25,0.25,0.125,0.125
93,1.0,1.0,1.0,1.0,1.0,1.0,0.625,0.625,0.75,0.5,0.0,0.375,0.0,0.125,0.5,0.125,0.125,0.25,0.0,0.625,0.0,0.0,0.25,0.625,0.375,0.625,0.0,0.125,0.375,0.0,0.0
94,1.0,1.0,1.0,1.0,1.0,1.0,0.625,0.75,0.75,0.5,0.125,0.25,0.125,0.25,0.375,0.0,0.125,0.375,0.125,0.5,0.125,0.125,0.125,0.625,0.5,0.5,0.125,0.25,0.375,0.125,0.125
95,1.0,1.0,1.0,1.0,1.0,0.875,0.75,0.75,0.625,0.375,0.25,0.375,0.25,0.375,0.25,0.125,0.25,0.5,0.0,0.375,0.25,0.0,0.25,0.75,0.5,0.375,0.25,0.125,0.25,0.0,0.25
96,1.0,1.0,1.0,1.0,1.0,0.875,0.75,0.75,0.5,0.5,0.375,0.25,0.125,0.5,0.125,0.125,0.125,0.625,0.0,0.25,0.125,0.125,0.125,0.625,0.375,0.5,0.25,0.0,0.125,0.125,0.25
97,1.0,1.0,1.0,1.0,1.0,0.875,0.625,0.875,0.625,0.5,0.375,0.125,0.0,0.375,0.0,0.0,0.25,0.625,0.125,0.375,0.25,0.25,0.0,0.625,0.5,0.625,0.125,0.125,0.0,0.25,0.375
98,1.0,1.0,1.0,1.0,1.0,0.875,0.625,0.875,0.625,0.5,0.25,0.125,0.125,0.25,0.125,0.125,0.125,0.5,0.25,0.5,0.125,0.125,0.125,0.625,0.375,0.5,0.0,0.25,0.125,0.375,0.375
99,1.0,1.0,1.0,1.0,1.0,0.875,0.625,0.875,0.625,0.625,0.125,0.25,0.0,0.375,0.25,0.0,0.25,0.375,0.375,0.375,0.125,0.125,0.25,0.625,0.25,0.625,0.0,0.125,0.0,0.5,0.375
100,1.0,1.0,1.0,1.0,1.0,0.875,0.625,0.875,0.5,0.625,0.0,0.125,0.125,0.25,0.125,0.125,0.125,0.375,0.5,0.25,0.0,0.25,0.125,0.5,0.125,0.625,0.125,0.25,0.125,0.5,0.25
101,1.0,1.0,1.0,1.0,1.0,0.875,0.625,0.875,0.625,0.5,0.125,0.0,0.25,0.375,0.125,0.0,0.0,0.25,0.375,0.375,0.125,0.125,0.25,0.375,0.25,0.75,0.0,0.125,0.125,0.375,0.125
102,1.0,1.0,1.0,1.0,1.0,0.875,0.5,0.875,0.75,0.5,0.25,0.125,0.125,0.25,0.0,0.125,0.125,0.125,0.25,0.25,0.0,0.25,0.125,0.5,0.125,0.875,0.125,0.0,0.0,0.25,0.0
103,1.0,1.0,1.0,1.0,1.0,0.875,0.625,0.875,0.75,0.625,0.125,0.0,0.125,0.125,0.0,0.25,0.0,0.25,0.125,0.125,0.125,0.125,0.25,0.625,0.0,0.875,0.25,0.125,0.125,0.25,0.125
104,1.0,1.0,1.0,1.0,1.0,0.875,0.5,0.875,0.625,0.5,0.0,0.125,0.125,0.25,0.125,0.125,0.125,0.25,0.25,0.0,0.0,0.0,0.125,0.75,0.125,0.75,0.125,0.25,0.25,0.125,0.0
105,1.0,1.0,1.0,1.0,1.0,0.875,0.5,0.75,0.625,0.5,0.0,0.0,0.25,0.375,0.25,0.0,0.25,0.375,0.375,0.125,0.125,0.125,0.0,0.75,0.0,0.625,0.25,0.125,0.375,0.0,0.0
106,1.0,1.0,1.0,1.0,1.0,0.875,0.625,0.875,0.625,0.5,0.125,0.125,0.125,0.5,0.25,0.125,0.125,0.25,0.25,0.125,0.0,0.0,0.125,0.75,0.125,0.5,0.125,0.0,0.5,0.125,0.125
107,1.0,1.0,1.0,1.0,1.0,1.0,0.625,0.875,0.5,0.375,0.25,0.0,0.0,0.375,0.125,0.25,0.0,0.25,0.125,0.25,0.125,0.125,0.25,0.75,0.0,0.625,0.25,0.125,0.375,0.0,0.25
108,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.875,0.5,0.25,0.125,0.125,0.125,0.25,0.0,0.125,0.125,0.375,0.25,0.375,0.25,0.0,0.375,0.75,0.125,0.625,0.375,0.0,0.5,0.125,0.125
