,temp=0.01,temp=2.8664285714285715,temp=5.722857142857143,temp=8.579285714285716,temp=11.435714285714287,temp=14.292142857142858,temp=17.148571428571433,temp=20.005000000000003,temp=22.861428571428576,temp=25.71785714285715,temp=28.57428571428572,temp=31.43071428571429,temp=34.28714285714286,temp=37.143571428571434,temp=40.0
4987,1.0,1.0,0.125,0.125,0.0,0.125,0.0,0.125,0.25,0.25,0.25,0.25,0.125,0.125,0.0
4988,1.0,1.0,0.25,0.25,0.125,0.0,0.125,0.25,0.125,0.375,0.25,0.375,0.25,0.25,0.125
4989,1.0,1.0,0.375,0.125,0.25,0.125,0.25,0.125,0.0,0.25,0.125,0.25,0.375,0.375,0.0
4990,1.0,1.0,0.5,0.125,0.125,0.0,0.125,0.0,0.125,0.125,0.0,0.125,0.25,0.25,0.125
4991,1.0,1.0,0.375,0.125,0.25,0.125,0.25,0.125,0.0,0.25,0.125,0.25,0.125,0.125,0.25
4992,1.0,1.0,0.25,0.25,0.125,0.25,0.125,0.0,0.125,0.125,0.125,0.375,0.0,0.0,0.125
4993,1.0,1.0,0.125,0.25,0.25,0.125,0.25,0.125,0.25,0.0,0.25,0.25,0.125,0.125,0.25
4994,1.0,1.0,0.25,0.125,0.125,0.125,0.375,0.25,0.375,0.125,0.25,0.125,0.0,0.25,0.125
4995,1.0,0.875,0.375,0.0,0.0,0.25,0.25,0.125,0.375,0.0,0.125,0.0,0.125,0.125,0.0
4996,1.0,0.75,0.25,0.125,0.125,0.125,0.375,0.0,0.5,0.125,0.25,0.125,0.25,0.25,0.125
4997,1.0,0.75,0.25,0.0,0.0,0.25,0.5,0.125,0.375,0.0,0.375,0.0,0.375,0.125,0.0
4998,1.0,0.75,0.375,0.125,0.125,0.125,0.625,0.0,0.25,0.125,0.5,0.125,0.5,0.0,0.125
4999,1.0,0.75,0.25,0.25,0.125,0.25,0.5,0.125,0.125,0.25,0.375,0.25,0.375,0.125,0.25
5000,1.0,0.75,0.25,0.375,0.0,0.125,0.375,0.0,0.25,0.125,0.25,0.375,0.25,0.25,0.375
5001,1.0,0.75,0.125,0.375,0.125,0.0,0.375,0.125,0.125,0.25,0.375,0.25,0.375,0.375,0.25
5002,1.0,0.625,0.25,0.5,0.25,0.125,0.25,0.25,0.25,0.125,0.25,0.125,0.25,0.25,0.375
5003,1.0,0.5,0.375,0.375,0.25,0.125,0.125,0.125,0.125,0.25,0.125,0.0,0.375,0.125,0.25
5004,1.0,0.5,0.5,0.5,0.375,0.0,0.0,0.0,0.25,0.375,0.25,0.125,0.25,0.25,0.125
5005,1.0,0.375,0.5,0.5,0.375,0.125,0.125,0.125,0.125,0.25,0.25,0.0,0.375,0.125,0.0
5006,1.0,0.375,0.5,0.375,0.375,0.25,0.0,0.0,0.0,0.125,0.125,0.125,0.25,0.25,0.125
5007,1.0,0.375,0.375,0.375,0.5,0.125,0.125,0.125,0.125,0.0,0.25,0.25,0.375,0.375,0.0
5008,1.0,0.5,0.25,0.25,0.625,0.0,0.25,0.0,0.0,0.125,0.125,0.375,0.5,0.25,0.125
5009,1.0,0.375,0.25,0.375,0.625,0.0,0.125,0.125,0.125,0.25,0.25,0.25,0.375,0.375,0.25
5010,1.0,0.375,0.125,0.375,0.5,0.0,0.0,0.0,0.25,0.125,0.125,0.125,0.5,0.25,0.375
5011,1.0,0.25,0.25,0.25,0.625,0.125,0.125,0.125,0.125,0.25,0.25,0.0,0.375,0.125,0.25
5012,1.0,0.25,0.375,0.375,0.625,0.125,0.125,0.25,0.25,0.125,0.375,0.0,0.5,0.0,0.125
5013,1.0,0.25,0.375,0.375,0.75,0.0,0.25,0.375,0.125,0.0,0.25,0.125,0.375,0.125,0.25
5014,1.0,0.25,0.25,0.25,0.875,0.125,0.125,0.25,0.25,0.125,0.125,0.0,0.25,0.0,0.125
5015,1.0,0.25,0.125,0.375,0.75,0.25,0.25,0.125,0.375,0.0,0.0,0.125,0.125,0.125,0.25
5016,1.0,0.25,0.25,0.375,0.75,0.375,0.125,0.0,0.25,0.125,0.125,0.0,0.0,0.25,0.375
5017,1.0,0.125,0.125,0.375,0.75,0.25,0.0,0.125,0.125,0.0,0.25,0.125,0.125,0.125,0.25
5018,1.0,0.25,0.0,0.25,0.625,0.375,0.125,0.125,0.0,0.125,0.125,0.0,0.0,0.25,0.125
5019,1.0,0.125,0.125,0.25,0.5,0.25,0.25,0.0,0.125,0.0,0.25,0.125,0.125,0.375,0.25
5020,1.0,0.0,0.125,0.125,0.5,0.125,0.125,0.125,0.25,0.125,0.125,0.0,0.25,0.5,0.125
5021,1.0,0.0,0.0,0.0,0.375,0.0,0.25,0.25,0.25,0.0,0.25,0.125,0.125,0.625,0.0
5022,1.0,0.125,0.125,0.125,0.25,0.125,0.375,0.125,0.375,0.125,0.125,0.0,0.25,0.5,0.125
5023,1.0,0.25,0.25,0.0,0.25,0.25,0.5,0.25,0.25,0.0,0.25,0.125,0.125,0.375,0.25
5024,1.0,0.125,0.25,0.125,0.375,0.375,0.375,0.375,0.25,0.125,0.125,0.0,0.25,0.25,0.125
5025,1.0,0.25,0.375,0.0,0.5,0.5,0.5,0.375,0.125,0.0,0.125,0.125,0.375,0.125,0.0
5026,1.0,0.25,0.375,0.125,0.5,0.625,0.375,0.5,0.25,0.125,0.125,0.0,0.25,0.0,0.125
5027,1.0,0.125,0.375,0.0,0.625,0.5,0.5,0.375,0.375,0.25,0.0,0.125,0.375,0.125,0.25
5028,1.0,0.25,0.5,0.125,0.5,0.625,0.375,0.25,0.25,0.125,0.125,0.25,0.25,0.0,0.125
5029,1.0,0.125,0.375,0.125,0.375,0.625,0.375,0.125,0.125,0.0,0.25,0.375,0.125,0.125,0.0
5030,1.0,0.0,0.5,0.25,0.25,0.75,0.25,0.125,0.25,0.125,0.125,0.5,0.0,0.0,0.125
5031,1.0,0.125,0.375,0.375,0.125,0.625,0.125,0.25,0.125,0.25,0.25,0.375,0.125,0.125,0.0
5032,1.0,0.25,0.25,0.5,0.25,0.5,0.0,0.125,0.25,0.375,0.375,0.25,0.0,0.0,0.125
5033,1.0,0.375,0.125,0.375,0.375,0.625,0.125,0.25,0.125,0.25,0.25,0.125,0.125,0.125,0.25
5034,1.0,0.25,0.25,0.5,0.25,0.75,0.25,0.125,0.25,0.125,0.25,0.25,0.0,0.0,0.125
5035,1.0,0.25,0.125,0.625,0.375,0.625,0.125,0.0,0.375,0.0,0.125,0.125,0.125,0.125,0.0
5036,1.0,0.125,0.0,0.5,0.375,0.5,0.0,0.125,0.5,0.125,0.25,0.0,0.25,0.25,0.125
5037,1.0,0.125,0.0,0.625,0.25,0.375,0.125,0.0,0.375,0.25,0.375,0.125,0.375,0.125,0.0
5038,1.0,0.125,0.125,0.75,0.375,0.25,0.0,0.125,0.5,0.25,0.5,0.0,0.25,0.25,0.125
5039,1.0,0.0,0.25,0.625,0.5,0.375,0.125,0.25,0.375,0.125,0.375,0.125,0.375,0.125,0.25
5040,1.0,0.125,0.375,0.625,0.375,0.375,0.0,0.125,0.5,0.25,0.25,0.0,0.5,0.25,0.125
5041,1.0,0.0,0.375,0.625,0.375,0.25,0.125,0.0,0.375,0.375,0.25,0.125,0.625,0.375,0.0
5042,1.0,0.125,0.375,0.5,0.5,0.125,0.25,0.125,0.25,0.5,0.375,0.25,0.5,0.5,0.125
5043,1.0,0.125,0.375,0.375,0.375,0.0,0.375,0.0,0.375,0.625,0.25,0.125,0.625,0.5,0.25
5044,1.0,0.25,0.5,0.5,0.5,0.125,0.5,0.125,0.25,0.5,0.125,0.25,0.5,0.375,0.125
5045,1.0,0.375,0.625,0.375,0.375,0.25,0.375,0.25,0.375,0.375,0.0,0.125,0.375,0.25,0.0
5046,1.0,0.5,0.5,0.25,0.5,0.125,0.5,0.375,0.25,0.375,0.125,0.25,0.25,0.375,0.125
5047,1.0,0.375,0.375,0.125,0.375,0.25,0.375,0.25,0.375,0.25,0.0,0.125,0.375,0.25,0.25
5048,1.0,0.375,0.375,0.125,0.25,0.125,0.5,0.375,0.5,0.125,0.125,0.0,0.5,0.375,0.375
