,Number of Sites Chosen,Starting Point,Magnetization,Standard Deviation,time (s)
0,8,st: 1010111100101001,0.84315,0.076062983770031,7360.9020454883575
1,13,st: 1111010111110111,0.850725,0.07366375889811759,8367.60220837593
2,12,st: 1110111011101110,0.854275,0.0724040701549298,7498.372846126556
3,15,st: 1101111111111111,0.858725,0.06973700147697777,7863.53728890419
4,13,st: 1111011110011111,0.86245,0.06954313409676041,8167.872774362564
