,Number of Sites Chosen,Starting Point,Magnetization,Standard Deviation,time (s)
0,12,st: 0111111011111011,0.8647625,0.06661367047198345,7408.925155639648
1,16,st: 1111111111111111,0.8659125,0.06543301799359402,8396.889848947525
2,1,st: 0010000000000000,0.8680875,0.06391423819267504,7553.812451124191
3,5,st: 0100010000001001,0.870425,0.06322831149888472,7872.456775188446
4,1,st: 0000000000010000,0.87105,0.06189727376872104,8193.036465644836
